BL,BZ,CSDK,DD,DLYK,DTJ,GL,GT,HQL,JFDQ,JM,JTMDQ,LC,LHS,NW,PZ,STSS,WZ,XD,YA,YG,ZHDQ,ZJK,ZSGMT
7.240406050955415,7.758500904548588,6.810401865008881,6.664050587524106,6.476340633536006,5.86426740792821,7.56332362577357,5.906806962172233,6.7593763052940545,7.49766074230906,7.1388181206886205,7.1363953163231395,7.099732909046588,5.766007529089665,5.100805761872608,5.490707782826459,5.256544598847675,6.41686551684381,7.771065310213489,7.698662549522255,5.126990015883821,7.189412809186749,6.919026130257925,6.908737434660348
5.72,7.758500904548588,6.810401865008881,4.72,7.09,6.02,7.56332362577357,5.906806962172233,6.69,7.49766074230906,6.93,7.1363953163231395,7.099732909046588,4.5,5.100805761872608,5.490707782826459,5.256544598847675,5.62,7.771065310213489,6.96,4.77,7.189412809186749,7.4,6.908737434660348
5.87,6.92,4.96,4.8,7.04,5.82,7.1,6.87,6.65,6.6,6.89,6.65,7.099732909046588,4.84,3.25,5.490707782826459,4.07,5.81,6.68,6.99,4.94,6.58,6.15,6.79
6.14,7.06,4.97,4.83,7.06,5.98,7.14,6.73,6.75,6.61,6.49,6.83,7.099732909046588,4.97,3.58,5.490707782826459,4.19,5.29,6.74,6.87,4.25,6.6,7.49,7.06
6.138335319148935,6.9,4.76,4.86645525065963,7.0571161467889905,5.979514468085107,7.06,6.58884537313433,6.74104,6.59,6.375849370277078,6.66,7.099732909046588,4.96104,3.76,5.490707782826459,3.14,5.356983893805309,6.74,6.865111255060729,4.103674406937133,6.5,7.486568108108108,6.12
6.133014468085106,6.901120000000001,4.792479999999999,4.909716939313984,7.047435188583078,5.97796255319149,7.060839999999999,6.43463960199005,6.71672,6.5736009756097555,6.276749622166248,6.662489411764706,7.099732909046588,4.936719999999999,3.7336799999999997,5.490707782826459,3.16296,5.539809400196657,6.739583429844098,6.86107951417004,3.9787348652833696,6.488358620689656,7.476242162162162,6.121947796610169
6.123547234042554,6.904160000000001,4.88064,4.957278047493404,7.029413027522935,5.975201276595745,7.06312,6.273956417910449,6.68088,6.556915121951219,6.1919858942065495,6.670273464052288,7.099732909046588,4.90088,3.6622399999999997,5.490707782826459,3.22528,5.8112872566371685,6.738207750556794,6.857824129554656,3.8737720718488697,6.478616091954023,7.4589767567567575,6.128081054613936
6.109443404255319,6.90864,5.01056,5.006631556728232,7.001505565749235,5.971087659574469,7.066479999999999,6.113369552238806,6.63736,6.540416585365853,6.120843324937027,6.683825882352941,7.099732909046588,4.85736,3.5569599999999997,5.490707782826459,3.31712,6.14422820058997,6.735684008908686,6.855264453441295,3.7873767234437907,6.470613793103449,7.434726486486487,6.1388345762711864
6.090212765957447,6.91408,5.16832,5.0552704485488125,6.96216870540265,5.965478723404256,7.0705599999999995,5.959452736318408,6.59,6.524579512195121,6.062607052896725,6.703620392156863,7.099732909046588,4.8100000000000005,3.4291199999999997,5.490707782826459,3.4286399999999997,6.511442969518191,6.731823251670379,6.853319838056681,3.7181395168782903,6.464193103448276,7.403445945945946,6.154643163841808
6.065365106382979,6.920000000000001,5.34,5.100687704485489,6.909858348623852,5.958231489361702,7.074999999999999,5.818779701492537,6.5426400000000005,6.509878048780487,6.016562216624687,6.730130718954248,7.099732909046588,4.76264,3.2899999999999996,5.490707782826459,3.55,6.8857423008849565,6.726436525612472,6.85190963562753,3.6646511489625273,6.459195402298851,7.36508972972973,6.1759416195856875
6.034410212765958,6.92592,5.51168,5.140376306068601,6.843030397553517,5.949202978723404,7.079439999999999,5.6979241791044775,6.49912,6.496786341463414,5.98199395465995,6.763830588235295,7.099732909046588,4.71912,3.15088,5.490707782826459,3.67136,7.239936932153392,6.719334877505569,6.850953198380567,3.625502316506658,6.4554620689655176,7.319612432432432,6.203164745762712
5.996857872340425,6.93136,5.66944,5.171829234828496,6.760140754332314,5.938250212765958,7.08352,5.603459900497512,6.463279999999999,6.485778536585365,5.958187405541562,6.805193725490196,7.099732909046588,4.68328,3.02304,5.490707782826459,3.7828799999999996,7.546837600786627,6.710329354120268,6.85036987854251,3.5992837163208424,6.452834482758621,7.266968648648648,6.236747344632768
